data_evento,cliente_id,cliente_nome,plano,valor,tipo_evento
2022-10-03,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2022-11-02,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2022-12-02,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2023-01-01,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2023-01-31,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2023-03-02,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2023-04-01,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2023-05-01,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2023-05-31,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2023-06-30,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2023-07-30,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2023-08-29,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2023-09-28,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2023-10-28,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2023-11-27,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2023-12-27,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2024-01-26,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2024-02-25,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2024-03-26,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2024-04-25,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2024-05-25,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2024-06-24,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2024-07-24,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2024-08-23,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2024-09-22,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2024-10-22,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2024-11-21,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,799.0,Pagamento
2024-12-19,e9bc73da-5afd-4ff9-a1a2-54c8d703bb9d,Teixeira,Enterprise,0.0,Cancelamento
2020-11-26,e758f663-f739-455b-8dea-012775561802,da Rosa,Basic,99.0,Pagamento
2020-12-24,e758f663-f739-455b-8dea-012775561802,da Rosa,Basic,0.0,Cancelamento
2021-06-12,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2021-07-12,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2021-08-11,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2021-09-10,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2021-10-10,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2021-11-09,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2021-12-09,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2022-01-08,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2022-02-07,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2022-03-09,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2022-04-08,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2022-05-08,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2022-06-07,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2022-07-07,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2022-08-06,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2022-09-05,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2022-10-05,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2022-11-04,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,99.0,Pagamento
2022-12-02,563322eb-5942-4615-b76b-fbe84c8d8d2b,Costa Nogueira e Filhos,Basic,0.0,Cancelamento
2020-10-16,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2020-11-15,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2020-12-15,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2021-01-14,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2021-02-13,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2021-03-15,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2021-04-14,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2021-05-14,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2021-06-13,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2021-07-13,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2021-08-12,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2021-09-11,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2021-10-11,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2021-11-10,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2021-12-10,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2022-01-09,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2022-02-08,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2022-03-10,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2022-04-09,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2022-05-09,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2022-06-08,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2022-07-08,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2022-08-07,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2022-09-06,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2022-10-06,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2022-11-05,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2022-12-05,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2023-01-04,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2023-02-03,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2023-03-05,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2023-04-04,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2023-05-04,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2023-06-03,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2023-07-03,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2023-08-02,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2023-09-01,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2023-10-01,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2023-10-31,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2023-11-30,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2023-12-30,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2024-01-29,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2024-02-28,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2024-03-29,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2024-04-28,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2024-05-28,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2024-06-27,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2024-07-27,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2024-08-26,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2024-09-25,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2024-10-25,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2024-11-24,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2024-12-24,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2025-01-23,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2025-02-22,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2025-03-24,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2025-04-23,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2025-05-23,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2025-06-22,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2025-07-22,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2025-08-21,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2025-09-20,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2025-10-20,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2025-11-19,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2025-12-19,318ede9b-97b0-46a9-897b-fb4226d13e36,Fogaça Brito S/A,Enterprise,799.0,Pagamento
2020-03-01,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2020-03-31,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2020-04-30,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2020-05-30,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2020-06-29,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2020-07-29,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2020-08-28,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2020-09-27,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2020-10-27,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2020-11-26,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2020-12-26,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2021-01-25,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2021-02-24,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2021-03-26,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2021-04-25,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2021-05-25,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2021-06-24,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2021-07-24,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2021-08-23,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2021-09-22,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2021-10-22,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2021-11-21,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2021-12-21,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,99.0,Pagamento
2022-01-18,61564cec-6125-45b1-841b-3af746d51d98,Rocha Gomes Ltda.,Basic,0.0,Cancelamento
2020-03-22,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2020-04-21,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2020-05-21,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2020-06-20,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2020-07-20,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2020-08-19,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2020-09-18,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2020-10-18,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2020-11-17,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2020-12-17,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2021-01-16,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2021-02-15,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2021-03-17,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2021-04-16,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2021-05-16,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2021-06-15,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2021-07-15,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2021-08-14,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2021-09-13,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2021-10-13,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2021-11-12,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2021-12-12,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2022-01-11,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2022-02-10,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2022-03-12,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2022-04-11,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2022-05-11,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2022-06-10,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2022-07-10,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2022-08-09,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2022-09-08,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2022-10-08,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2022-11-07,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2022-12-07,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2023-01-06,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2023-02-05,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2023-03-07,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,249.0,Pagamento
2023-04-04,f6242983-47da-4fc9-a469-ca750de86233,Teixeira Ferreira Ltda.,Pro,0.0,Cancelamento
2020-01-10,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2020-02-09,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2020-03-10,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2020-04-09,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2020-05-09,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2020-06-08,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2020-07-08,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2020-08-07,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2020-09-06,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2020-10-06,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2020-11-05,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2020-12-05,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2021-01-04,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2021-02-03,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2021-03-05,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2021-04-04,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2021-05-04,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2021-06-03,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2021-07-03,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2021-08-02,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2021-09-01,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2021-10-01,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2021-10-31,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2021-11-30,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
2021-12-30,3c5c603d-35b9-484a-a553-babce0b3f809,Farias Cavalcante - ME,Enterprise,799.0,Pagamento
